borough,month,hour,is_rush_hour,is_weekend,cause_category,vehicle_type,target
STATEN ISLAND,2,8,1,1,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
MANHATTAN,12,18,1,0,Aggressive_Driving,BUS,0
BRONX,9,23,0,0,Aggressive_Driving,SEDAN,0
QUEENS,5,21,0,0,Distraction,SEDAN,0
BROOKLYN,9,15,0,0,Human_Error,SEDAN,1
QUEENS,1,11,0,0,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,0
MANHATTAN,5,15,0,0,Distraction,SEDAN,1
BROOKLYN,9,0,0,0,Human_Error,SEDAN,0
BRONX,9,23,0,0,Human_Error,SEDAN,0
BRONX,5,9,1,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,1,7,1,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,1
MANHATTAN,1,16,1,0,Distraction,TAXI,1
BRONX,9,11,0,0,Distraction,SEDAN,0
BROOKLYN,1,15,0,0,Distraction,SEDAN,0
BRONX,4,18,1,0,Other_Unknown,OTHER,1
UNKNOWN,1,8,1,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,1
QUEENS,12,15,0,1,Distraction,SEDAN,0
BROOKLYN,9,15,0,0,Other_Unknown,SEDAN,1
BROOKLYN,9,15,0,0,Other_Unknown,BUS,0
UNKNOWN,12,11,0,1,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,1
MANHATTAN,12,20,0,1,Other_Unknown,SEDAN,0
UNKNOWN,12,15,0,0,Other_Unknown,SEDAN,0
BROOKLYN,12,23,0,0,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,0
MANHATTAN,6,23,0,0,Human_Error,OTHER,0
BROOKLYN,4,21,0,0,Other_Unknown,SEDAN,1
BRONX,3,17,1,0,Other_Unknown,SEDAN,1
UNKNOWN,5,22,0,0,Aggressive_Driving,SEDAN,1
BROOKLYN,5,13,0,0,Other_Unknown,BUS,1
UNKNOWN,5,7,1,0,Other_Unknown,SEDAN,0
STATEN ISLAND,5,16,1,0,Distraction,SEDAN,0
BROOKLYN,9,11,0,0,Human_Error,SEDAN,1
QUEENS,4,9,1,0,Other_Unknown,OTHER,1
BROOKLYN,5,22,0,0,Other_Unknown,PICK-UP TRUCK,0
MANHATTAN,4,23,0,0,Other_Unknown,SEDAN,1
BROOKLYN,3,14,0,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
QUEENS,4,22,0,0,Other_Unknown,SEDAN,1
UNKNOWN,6,20,0,1,Aggressive_Driving,STATION WAGON/SPORT UTILITY VEHICLE,1
UNKNOWN,4,12,0,0,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,0
MANHATTAN,6,16,1,1,Other_Unknown,SEDAN,0
MANHATTAN,4,8,1,0,Aggressive_Driving,SEDAN,0
UNKNOWN,6,1,0,1,Other_Unknown,SEDAN,0
BROOKLYN,4,9,1,0,Other_Unknown,SEDAN,0
BROOKLYN,4,18,1,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
BROOKLYN,9,9,1,0,Other_Unknown,SEDAN,0
QUEENS,4,11,0,0,Road_Conditions,SEDAN,1
UNKNOWN,4,22,0,0,Distraction,SEDAN,1
BROOKLYN,9,9,1,0,Other_Unknown,BIKE,1
QUEENS,4,18,1,0,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,4,0,0,0,Aggressive_Driving,SEDAN,0
BRONX,4,19,0,0,Other_Unknown,E-BIKE,1
BROOKLYN,10,6,0,0,Human_Error,UNKNOWN,1
BROOKLYN,4,20,0,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
MANHATTAN,4,14,0,0,Other_Unknown,SEDAN,0
BRONX,10,18,1,0,Aggressive_Driving,SEDAN,0
UNKNOWN,3,18,1,1,Distraction,SEDAN,0
BROOKLYN,4,17,1,1,Human_Error,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,9,11,0,0,Other_Unknown,OTHER,0
QUEENS,10,9,1,0,Other_Unknown,SEDAN,1
UNKNOWN,7,11,0,1,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
QUEENS,10,2,0,0,Other_Unknown,UNKNOWN,0
QUEENS,9,19,0,1,Aggressive_Driving,E-BIKE,1
UNKNOWN,9,10,0,1,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,0
BROOKLYN,4,9,1,1,Human_Error,SEDAN,1
BROOKLYN,6,17,1,0,Other_Unknown,SEDAN,1
MANHATTAN,6,13,0,0,Distraction,BOX TRUCK,0
QUEENS,5,15,0,0,Other_Unknown,SEDAN,0
BROOKLYN,6,14,0,1,Other_Unknown,SEDAN,0
BROOKLYN,6,11,0,0,Human_Error,SEDAN,1
BROOKLYN,6,19,0,0,Other_Unknown,SEDAN,1
BROOKLYN,6,1,0,0,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,5,0,0,0,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,0
BRONX,1,9,1,0,Human_Error,SEDAN,0
QUEENS,6,7,1,0,Aggressive_Driving,STATION WAGON/SPORT UTILITY VEHICLE,0
BROOKLYN,7,19,0,1,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
BROOKLYN,5,13,0,0,Distraction,BOX TRUCK,0
BRONX,4,18,1,0,Other_Unknown,SEDAN,0
UNKNOWN,4,22,0,0,Human_Error,PICK-UP TRUCK,0
BROOKLYN,1,15,0,1,Other_Unknown,SEDAN,0
UNKNOWN,1,8,1,1,Other_Unknown,SEDAN,1
UNKNOWN,1,6,0,0,Road_Conditions,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,5,16,1,1,Other_Unknown,SEDAN,0
BROOKLYN,9,0,0,1,Other_Unknown,SEDAN,0
MANHATTAN,5,13,0,0,Other_Unknown,BIKE,1
QUEENS,1,9,1,0,Other_Unknown,SEDAN,0
UNKNOWN,9,11,0,1,Other_Unknown,SEDAN,1
QUEENS,5,10,0,0,Distraction,SEDAN,1
MANHATTAN,5,20,0,0,Distraction,E-BIKE,1
UNKNOWN,5,15,0,0,Road_Conditions,SEDAN,1
QUEENS,5,14,0,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
QUEENS,9,17,1,1,Human_Error,SEDAN,0
UNKNOWN,6,16,1,0,Aggressive_Driving,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,9,4,0,1,Aggressive_Driving,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,5,16,1,0,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,1
BROOKLYN,9,9,1,1,Human_Error,STATION WAGON/SPORT UTILITY VEHICLE,1
BROOKLYN,6,21,0,0,Road_Conditions,SEDAN,0
MANHATTAN,6,16,1,0,Other_Unknown,SEDAN,0
BROOKLYN,5,23,0,0,Distraction,BIKE,1
BRONX,6,18,1,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,1
QUEENS,4,19,0,1,Distraction,SEDAN,0
QUEENS,5,2,0,1,DUI_Drugs,SEDAN,0
QUEENS,5,17,1,0,Human_Error,PICK-UP TRUCK,1
QUEENS,5,19,0,0,Human_Error,SEDAN,1
STATEN ISLAND,5,14,0,0,Other_Unknown,SEDAN,0
UNKNOWN,5,11,0,0,Other_Unknown,OTHER,0
BRONX,7,13,0,1,Other_Unknown,SEDAN,1
BROOKLYN,6,9,1,0,Human_Error,STATION WAGON/SPORT UTILITY VEHICLE,0
QUEENS,5,23,0,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
BROOKLYN,5,0,0,1,Distraction,SEDAN,1
UNKNOWN,5,0,0,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,6,12,0,0,Other_Unknown,SEDAN,0
MANHATTAN,12,13,0,1,Other_Unknown,SEDAN,0
UNKNOWN,12,14,0,1,Other_Unknown,BUS,0
UNKNOWN,12,9,1,1,Other_Unknown,SEDAN,0
MANHATTAN,9,20,0,1,Distraction,SEDAN,0
UNKNOWN,12,6,0,0,Other_Unknown,SEDAN,0
UNKNOWN,1,16,1,0,Aggressive_Driving,SEDAN,0
QUEENS,11,20,0,0,Other_Unknown,SEDAN,0
BROOKLYN,12,16,1,1,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,0
MANHATTAN,8,15,0,0,Other_Unknown,SEDAN,1
BROOKLYN,9,0,0,0,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,0
QUEENS,9,19,0,0,Distraction,MOTORCYCLE,1
BRONX,9,7,1,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
QUEENS,9,11,0,1,Other_Unknown,SEDAN,0
UNKNOWN,9,22,0,0,Distraction,SEDAN,0
BRONX,9,11,0,1,Other_Unknown,SEDAN,1
MANHATTAN,10,13,0,0,Other_Unknown,SEDAN,0
QUEENS,10,12,0,0,Human_Error,UNKNOWN,1
QUEENS,1,8,1,0,Distraction,SEDAN,0
MANHATTAN,5,13,0,0,Other_Unknown,TAXI,0
MANHATTAN,2,3,0,1,Other_Unknown,SEDAN,1
MANHATTAN,5,16,1,0,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,1
UNKNOWN,5,8,1,0,Human_Error,SEDAN,1
QUEENS,7,15,0,0,Vehicle_Fail,OTHER,1
BROOKLYN,7,22,0,1,Other_Unknown,SEDAN,0
UNKNOWN,5,21,0,1,Human_Error,SEDAN,1
MANHATTAN,7,8,1,1,Distraction,OTHER,0
BROOKLYN,5,14,0,0,Human_Error,STATION WAGON/SPORT UTILITY VEHICLE,0
QUEENS,5,23,0,0,Human_Error,STATION WAGON/SPORT UTILITY VEHICLE,1
BROOKLYN,4,13,0,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
QUEENS,4,13,0,0,Distraction,SEDAN,0
QUEENS,1,16,1,1,Distraction,SEDAN,0
UNKNOWN,9,6,0,1,Distraction,MOTORCYCLE,0
MANHATTAN,12,15,0,0,Other_Unknown,OTHER,0
BROOKLYN,9,14,0,1,Human_Error,SEDAN,0
QUEENS,12,9,1,0,Other_Unknown,SEDAN,0
BROOKLYN,1,12,0,0,Aggressive_Driving,STATION WAGON/SPORT UTILITY VEHICLE,0
BRONX,12,19,0,0,DUI_Drugs,STATION WAGON/SPORT UTILITY VEHICLE,0
BRONX,1,6,0,0,Other_Unknown,SEDAN,0
UNKNOWN,12,6,0,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
BROOKLYN,12,13,0,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,12,1,0,0,Other_Unknown,SEDAN,0
QUEENS,9,13,0,1,Aggressive_Driving,SEDAN,0
UNKNOWN,1,18,1,0,Human_Error,BOX TRUCK,1
BRONX,1,12,0,1,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,1
QUEENS,9,23,0,1,Distraction,BIKE,1
QUEENS,9,22,0,1,Distraction,BUS,1
BROOKLYN,12,7,1,0,Other_Unknown,SEDAN,0
MANHATTAN,12,19,0,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
MANHATTAN,4,20,0,0,Distraction,TAXI,1
UNKNOWN,3,1,0,0,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,0
MANHATTAN,12,16,1,1,Distraction,SEDAN,1
QUEENS,6,8,1,0,Other_Unknown,SEDAN,1
QUEENS,5,2,0,1,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,5,18,1,1,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
QUEENS,6,18,1,0,Distraction,SEDAN,1
QUEENS,5,18,1,1,Human_Error,SEDAN,0
UNKNOWN,5,18,1,1,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,0
MANHATTAN,5,1,0,1,DUI_Drugs,OTHER,1
UNKNOWN,5,10,0,1,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
BROOKLYN,5,15,0,0,Aggressive_Driving,SEDAN,0
UNKNOWN,5,13,0,0,Human_Error,STATION WAGON/SPORT UTILITY VEHICLE,0
STATEN ISLAND,6,17,1,0,Human_Error,STATION WAGON/SPORT UTILITY VEHICLE,1
QUEENS,5,11,0,1,Distraction,BIKE,1
BROOKLYN,6,12,0,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,1
UNKNOWN,5,23,0,0,Road_Conditions,E-BIKE,1
QUEENS,6,2,0,1,DUI_Drugs,SEDAN,1
BROOKLYN,3,4,0,0,Human_Error,STATION WAGON/SPORT UTILITY VEHICLE,1
UNKNOWN,3,8,1,0,Aggressive_Driving,OTHER,0
UNKNOWN,5,14,0,0,Human_Error,SEDAN,0
BRONX,5,7,1,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,6,23,0,0,Human_Error,SEDAN,0
UNKNOWN,6,16,1,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,1
UNKNOWN,9,6,0,0,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,0
BRONX,5,18,1,0,Other_Unknown,SEDAN,0
QUEENS,6,11,0,0,Human_Error,SEDAN,1
BROOKLYN,3,18,1,0,Aggressive_Driving,STATION WAGON/SPORT UTILITY VEHICLE,1
UNKNOWN,6,9,1,0,Human_Error,SEDAN,0
QUEENS,3,8,1,0,Aggressive_Driving,SEDAN,1
UNKNOWN,3,20,0,0,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,12,0,0,0,Distraction,SEDAN,0
UNKNOWN,5,8,1,0,Other_Unknown,SEDAN,0
QUEENS,6,11,0,0,Human_Error,SEDAN,1
MANHATTAN,5,17,1,1,Human_Error,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,6,10,0,0,Aggressive_Driving,STATION WAGON/SPORT UTILITY VEHICLE,0
QUEENS,9,14,0,1,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
QUEENS,9,3,0,0,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,1
UNKNOWN,6,18,1,0,Other_Unknown,SEDAN,1
BROOKLYN,6,20,0,0,Other_Unknown,SEDAN,1
BRONX,6,16,1,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
BROOKLYN,9,21,0,0,Human_Error,SEDAN,1
UNKNOWN,5,21,0,0,Human_Error,SEDAN,0
BRONX,5,14,0,1,Distraction,SEDAN,0
MANHATTAN,6,7,1,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
BROOKLYN,9,12,0,0,Other_Unknown,SEDAN,0
UNKNOWN,6,11,0,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,5,15,0,0,Human_Error,SEDAN,1
UNKNOWN,10,17,1,1,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
QUEENS,1,20,0,1,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,9,19,0,0,Human_Error,SEDAN,1
BRONX,1,6,0,1,Human_Error,SEDAN,0
MANHATTAN,9,12,0,0,Human_Error,STATION WAGON/SPORT UTILITY VEHICLE,1
MANHATTAN,9,10,0,0,Other_Unknown,SEDAN,1
UNKNOWN,4,20,0,0,Other_Unknown,SEDAN,0
UNKNOWN,3,23,0,1,DUI_Drugs,STATION WAGON/SPORT UTILITY VEHICLE,1
UNKNOWN,10,13,0,0,Human_Error,SEDAN,0
QUEENS,7,19,0,0,Distraction,SEDAN,0
STATEN ISLAND,2,11,0,0,Distraction,SEDAN,0
QUEENS,2,22,0,1,Distraction,SEDAN,0
UNKNOWN,12,22,0,0,Other_Unknown,SEDAN,0
UNKNOWN,6,13,0,1,Human_Error,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,12,8,1,0,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,0
MANHATTAN,6,13,0,0,Distraction,BOX TRUCK,0
BRONX,6,20,0,1,Human_Error,SEDAN,0
BROOKLYN,5,21,0,0,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,0
MANHATTAN,6,14,0,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
BRONX,6,14,0,1,Aggressive_Driving,SEDAN,0
BRONX,5,12,0,0,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,5,12,0,0,Human_Error,STATION WAGON/SPORT UTILITY VEHICLE,0
BRONX,6,17,1,0,Road_Conditions,STATION WAGON/SPORT UTILITY VEHICLE,1
QUEENS,6,6,0,1,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,5,20,0,0,Distraction,SEDAN,0
BRONX,6,19,0,0,Distraction,SEDAN,0
BROOKLYN,6,1,0,1,Human_Error,STATION WAGON/SPORT UTILITY VEHICLE,1
QUEENS,12,1,0,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,1
UNKNOWN,11,2,0,0,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,1
QUEENS,5,14,0,0,Distraction,SEDAN,0
BRONX,12,5,0,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
BROOKLYN,3,16,1,0,Human_Error,STATION WAGON/SPORT UTILITY VEHICLE,1
QUEENS,4,14,0,0,Human_Error,STATION WAGON/SPORT UTILITY VEHICLE,1
MANHATTAN,5,21,0,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
BROOKLYN,5,8,1,0,Other_Unknown,SEDAN,1
BROOKLYN,1,13,0,0,Human_Error,SEDAN,1
UNKNOWN,10,19,0,1,Distraction,SEDAN,0
QUEENS,5,18,1,0,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,1
UNKNOWN,5,11,0,0,Human_Error,STATION WAGON/SPORT UTILITY VEHICLE,0
BRONX,5,14,0,0,Aggressive_Driving,SEDAN,0
UNKNOWN,10,2,0,1,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,1
QUEENS,5,11,0,0,Distraction,SEDAN,1
QUEENS,10,17,1,1,Aggressive_Driving,SEDAN,0
BRONX,5,14,0,0,Human_Error,SEDAN,1
BRONX,6,20,0,1,Human_Error,STATION WAGON/SPORT UTILITY VEHICLE,1
UNKNOWN,5,18,1,0,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,1
MANHATTAN,5,16,1,0,Human_Error,SEDAN,0
BROOKLYN,6,19,0,1,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,1
BROOKLYN,10,6,0,1,Human_Error,SEDAN,1
BROOKLYN,5,10,0,0,Human_Error,STATION WAGON/SPORT UTILITY VEHICLE,1
BROOKLYN,5,18,1,0,Human_Error,OTHER,0
UNKNOWN,6,0,0,1,Other_Unknown,SEDAN,0
UNKNOWN,6,22,0,1,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,0
BROOKLYN,6,18,1,1,Human_Error,SEDAN,0
BROOKLYN,6,12,0,0,Other_Unknown,PICK-UP TRUCK,0
QUEENS,3,9,1,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
QUEENS,6,6,0,1,Other_Unknown,SEDAN,0
UNKNOWN,1,7,1,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
QUEENS,4,1,0,0,Distraction,SEDAN,1
BROOKLYN,8,12,0,0,Aggressive_Driving,OTHER,0
UNKNOWN,4,13,0,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
BROOKLYN,9,13,0,0,Other_Unknown,SEDAN,0
MANHATTAN,9,18,1,0,Human_Error,SEDAN,0
QUEENS,9,12,0,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
BROOKLYN,6,12,0,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,1
UNKNOWN,5,16,1,1,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,5,11,0,1,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,1
BROOKLYN,5,6,0,1,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
BRONX,6,9,1,0,Distraction,SEDAN,0
QUEENS,1,8,1,0,Distraction,SEDAN,0
BRONX,6,11,0,0,Aggressive_Driving,SEDAN,1
BRONX,5,7,1,1,Distraction,SEDAN,0
UNKNOWN,6,20,0,0,Other_Unknown,SEDAN,0
UNKNOWN,6,17,1,0,Distraction,SEDAN,1
MANHATTAN,10,16,1,0,Other_Unknown,OTHER,1
UNKNOWN,5,14,0,1,Other_Unknown,SEDAN,0
QUEENS,6,8,1,0,Aggressive_Driving,MOTORCYCLE,1
UNKNOWN,6,23,0,0,Distraction,SEDAN,0
BROOKLYN,6,15,0,0,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,0
BROOKLYN,5,7,1,0,Aggressive_Driving,STATION WAGON/SPORT UTILITY VEHICLE,0
QUEENS,6,18,1,1,Aggressive_Driving,SEDAN,1
QUEENS,5,20,0,1,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,1
BROOKLYN,9,19,0,0,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,0
MANHATTAN,9,8,1,0,Other_Unknown,TAXI,1
BRONX,9,16,1,0,Human_Error,SEDAN,1
UNKNOWN,9,10,0,0,Aggressive_Driving,MOTORCYCLE,1
BRONX,6,14,0,0,Distraction,SEDAN,0
UNKNOWN,9,23,0,0,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,0
MANHATTAN,5,23,0,1,Distraction,SEDAN,0
BROOKLYN,6,15,0,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
BRONX,6,6,0,0,Other_Unknown,SEDAN,0
BRONX,9,15,0,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
STATEN ISLAND,9,10,0,1,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
BROOKLYN,9,18,1,0,Distraction,TAXI,0
UNKNOWN,12,0,0,0,Aggressive_Driving,SEDAN,1
BRONX,9,10,0,0,Other_Unknown,UNKNOWN,1
STATEN ISLAND,12,14,0,0,Road_Conditions,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,6,16,1,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
QUEENS,5,18,1,1,Distraction,SEDAN,0
QUEENS,1,15,0,0,Road_Conditions,OTHER,0
MANHATTAN,1,12,0,0,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,0
QUEENS,6,11,0,0,Other_Unknown,SEDAN,0
BROOKLYN,5,12,0,1,Distraction,SEDAN,1
BRONX,5,0,0,1,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
QUEENS,1,19,0,1,DUI_Drugs,STATION WAGON/SPORT UTILITY VEHICLE,1
QUEENS,9,1,0,0,Distraction,SEDAN,0
BROOKLYN,5,0,0,1,Human_Error,STATION WAGON/SPORT UTILITY VEHICLE,1
UNKNOWN,6,15,0,0,Distraction,SEDAN,0
QUEENS,12,21,0,1,Human_Error,STATION WAGON/SPORT UTILITY VEHICLE,1
BROOKLYN,12,13,0,1,Distraction,SEDAN,1
BRONX,12,22,0,1,Distraction,SEDAN,0
BRONX,12,15,0,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,1
UNKNOWN,6,4,0,1,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,1
BROOKLYN,3,19,0,1,Other_Unknown,SEDAN,0
BROOKLYN,7,17,1,0,Other_Unknown,SEDAN,1
QUEENS,9,9,1,0,Aggressive_Driving,BOX TRUCK,0
BRONX,7,16,1,0,Distraction,OTHER,0
BRONX,10,5,0,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
BRONX,6,13,0,0,Other_Unknown,SEDAN,0
BROOKLYN,10,12,0,0,Distraction,SEDAN,0
MANHATTAN,10,16,1,0,Other_Unknown,SEDAN,0
BROOKLYN,10,18,1,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
BRONX,6,19,0,0,Road_Conditions,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,6,19,0,0,Distraction,BIKE,1
BRONX,6,3,0,0,Distraction,SEDAN,0
UNKNOWN,6,13,0,0,Human_Error,STATION WAGON/SPORT UTILITY VEHICLE,0
BROOKLYN,12,7,1,0,Aggressive_Driving,STATION WAGON/SPORT UTILITY VEHICLE,0
QUEENS,6,19,0,0,Aggressive_Driving,SEDAN,0
BROOKLYN,6,3,0,0,Human_Error,SEDAN,0
BRONX,6,4,0,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,6,8,1,1,Human_Error,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,6,17,1,0,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,1
MANHATTAN,5,22,0,1,Other_Unknown,SEDAN,1
QUEENS,12,4,0,0,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,0
BROOKLYN,12,12,0,0,Aggressive_Driving,SEDAN,0
UNKNOWN,1,10,0,0,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,0
MANHATTAN,6,22,0,1,Other_Unknown,SEDAN,0
UNKNOWN,6,17,1,1,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,8,5,0,0,Other_Unknown,SEDAN,1
UNKNOWN,9,13,0,1,Human_Error,SEDAN,0
QUEENS,9,10,0,0,Human_Error,SEDAN,0
BROOKLYN,9,12,0,0,Other_Unknown,SEDAN,0
QUEENS,9,18,1,0,Distraction,STATION WAGON/SPORT UTILITY VEHICLE,0
BRONX,4,10,0,0,Other_Unknown,BOX TRUCK,0
BROOKLYN,10,9,1,0,Human_Error,SEDAN,0
QUEENS,9,16,1,0,Distraction,MOTORCYCLE,0
UNKNOWN,10,17,1,0,Human_Error,UNKNOWN,1
UNKNOWN,9,15,0,0,Other_Unknown,OTHER,0
UNKNOWN,9,20,0,0,Aggressive_Driving,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,10,13,0,0,Distraction,BUS,0
QUEENS,9,18,1,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,1
UNKNOWN,5,22,0,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,9,20,0,0,Distraction,SEDAN,0
BROOKLYN,6,19,0,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,6,16,1,1,Aggressive_Driving,SEDAN,0
BROOKLYN,9,11,0,0,Other_Unknown,SEDAN,0
UNKNOWN,6,14,0,1,Distraction,SEDAN,0
UNKNOWN,5,0,0,1,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,9,18,1,0,Aggressive_Driving,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,6,16,1,1,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,5,18,1,0,Other_Unknown,STATION WAGON/SPORT UTILITY VEHICLE,1
UNKNOWN,6,21,0,1,Distraction,SEDAN,0
UNKNOWN,5,4,0,0,Aggressive_Driving,SEDAN,1
QUEENS,5,7,1,0,Vehicle_Fail,STATION WAGON/SPORT UTILITY VEHICLE,0
STATEN ISLAND,5,16,1,0,Human_Error,STATION WAGON/SPORT UTILITY VEHICLE,0
UNKNOWN,12,16,1,0,Distraction,OTHER,1
BRONX,10,10,0,0,Other_Unknown,SEDAN,0
STATEN ISLAND,5,14,0,0,Other_Unknown,SEDAN,0
QUEENS,12,2,0,0,DUI_Drugs,SEDAN,1
UNKNOWN,5,20,0,0,Human_Error,SEDAN,1
BROOKLYN,5,23,0,0,Human_Error,SEDAN,0
